,case,coverage,altitude,num_sats,inclinatiom,num_planes,num_sats_per_plane,phasing
0,0,1.0,500,180,20,12,15,2
1,0,1.0,563,156,19,12,13,4
2,0,1.0,575,150,19,10,15,1
3,0,1.0,575,150,19,10,15,0
4,0,1.0,625,120,19,5,24,4
5,0,1.0,653,115,18,5,23,1
6,0,1.0,851,72,20,12,6,2
7,0,0.9999075358298659,815,72,19,4,18,1
8,0,0.9996301433194638,501,176,21,8,22,1
9,60,0.9996301433194638,501,176,21,8,22,1
10,0,0.9996301433194638,690,98,19,7,14,5
11,0,0.9995376791493297,801,72,19,4,18,1
12,0,0.9994452149791956,548,150,19,10,15,1
13,0,0.9993527508090615,741,84,19,12,7,1
14,0,0.9992602866389274,854,68,21,4,17,2
15,0,0.9991678224687933,565,143,19,11,13,4
16,0,0.9990753582986592,601,117,19,9,13,1
17,0,0.9990753582986592,974,60,20,4,15,1
18,0,0.9988904299583912,638,115,19,5,23,1
19,0,0.9984281091077207,665,105,20,5,21,1
20,0,0.9971336107258437,500,153,19,9,17,6
21,0,0.9971336107258437,548,140,19,10,14,1
22,0,0.9968562182154416,604,110,19,5,22,1
23,0,0.9963938973647711,891,60,19,4,15,0
24,0,0.996208969024503,501,144,21,8,18,5
25,0,0.9960240406842349,721,88,20,4,22,0
26,0,0.9959315765141008,565,132,19,11,12,4
27,0,0.9955617198335645,602,115,19,5,23,2
28,0,0.9952843273231623,575,126,19,6,21,2
29,0,0.99500693481276,749,72,19,4,18,1
30,0,0.994914470642626,665,96,19,4,24,3
31,60,0.994914470642626,665,96,19,4,24,3
32,0,0.9943596856218215,563,120,19,5,24,4
33,0,0.9940822931114194,907,54,21,6,9,1
34,0,0.9936199722607489,690,84,19,12,7,1
35,0,0.9927877947295423,620,105,20,5,21,1
36,0,0.9926953305594083,604,105,19,5,21,2
37,0,0.9917706888580675,500,150,19,10,15,0
38,0,0.9914008321775312,670,88,19,4,22,1
39,0,0.9905686546463246,735,72,19,4,18,1
40,0,0.9891816920943135,647,96,19,8,12,1
41,0,0.9885344429033749,603,105,20,5,21,1
42,0,0.9866851595006935,513,135,23,9,15,2
43,0,0.9863153028201572,563,115,19,5,23,4
44,0,0.9857605177993527,535,120,19,5,24,4
45,0,0.9857605177993527,843,60,19,4,15,0
46,0,0.9855755894590846,719,72,19,4,18,1
47,0,0.9852981969486824,640,96,20,6,16,1
48,0,0.9838187702265372,500,140,19,10,14,1
49,0,0.982246879334258,665,84,19,12,7,1
50,0,0.9821544151641239,548,115,19,5,23,2
51,0,0.9820619509939899,654,84,19,4,21,2
52,0,0.9815071659731854,961,51,19,3,17,1
53,0,0.9812297734627832,601,96,19,12,8,0
54,0,0.9803051317614424,527,120,19,5,24,1
55,0,0.976051779935275,575,105,21,5,21,2
56,0,0.9749422098936662,936,51,19,3,17,0
57,0,0.9730004623208507,563,105,19,5,21,2
58,0,0.9712436430883032,500,120,20,5,24,0
59,0,0.9668053629218678,753,70,21,5,14,0
60,0,0.9668053629218678,910,51,18,3,17,1
61,0,0.9665279704114655,610,88,19,4,22,1
62,0,0.9654184003698567,783,65,21,5,13,1
63,0,0.9637540453074434,588,91,20,7,13,6
64,0,0.9620896902450301,691,76,18,4,19,1
65,0,0.9619047619047619,579,96,19,12,8,0
66,0,0.9619047619047619,618,84,19,4,21,2
67,0,0.9590383726306057,961,45,19,9,5,1
68,0,0.9581137309292649,527,110,19,5,22,1
69,0,0.9581137309292649,665,76,19,4,19,3
70,60,0.9581137309292649,665,76,19,4,19,3
71,0,0.9567267683772538,625,80,19,4,20,3
72,60,0.9567267683772538,625,80,19,4,20,3
73,0,0.9563569116967175,575,96,19,4,24,3
74,0,0.9553398058252427,945,45,18,3,15,2
75,0,0.9550624133148405,500,115,19,5,23,1
76,0,0.9547850208044383,690,72,19,9,8,5
77,0,0.9474803513638466,563,96,19,4,24,3
78,0,0.945631067961165,773,60,20,4,15,3
79,0,0.9450762829403606,764,60,19,10,6,1
80,0,0.9428571428571428,855,51,19,3,17,1
81,0,0.9425797503467407,721,65,19,5,13,0
82,0,0.9418400369856681,601,85,20,5,17,2
83,0,0.9416551086453999,727,60,21,6,10,0
84,0,0.9397133610725844,691,70,21,5,14,0
85,0,0.9393435043920481,535,105,19,5,21,1
86,0,0.9376791493296348,905,45,19,3,15,2
87,0,0.9371243643088303,718,68,19,4,17,3
88,0,0.9362921867776237,1000,40,19,4,10,1
89,0,0.9330559408229311,996,36,19,12,3,2
90,0,0.9263060564031438,500,110,19,5,22,1
91,0,0.9261211280628756,563,88,19,4,22,1
92,0,0.9236245954692557,690,65,19,5,13,0
93,0,0.9211280628756356,961,40,20,4,10,1
94,0,0.9173370319001387,535,96,19,4,24,3
95,0,0.9167822468793343,511,98,19,7,14,5
96,0,0.9167822468793343,741,56,19,4,14,1
97,0,0.9161349976883958,682,68,17,4,17,2
98,0,0.9153952843273232,548,90,19,5,18,1
99,0,0.9128987517337032,625,72,19,4,18,1
100,0,0.9064262598243181,500,105,19,5,21,2
101,0,0.9064262598243181,936,40,20,4,10,0
102,0,0.9019879796578826,575,80,19,4,20,3
103,0,0.90124826629681,638,70,19,5,14,0
104,0,0.9006934812760056,500,98,19,7,14,5
105,0,0.8989366620434581,961,35,19,7,5,0
106,0,0.8966250577901064,670,65,19,5,13,1
107,0,0.8963476652797041,625,70,19,5,14,4
108,0,0.8939435968562183,670,60,18,6,10,0
109,0,0.8937586685159501,936,36,19,12,3,2
110,0,0.8916319926028664,610,72,19,9,8,5
111,0,0.8907073509015256,511,96,20,4,24,3
112,0,0.887378640776699,764,52,20,4,13,1
113,0,0.8865464632454924,604,76,21,4,19,3
114,0,0.886084142394822,753,50,20,10,5,9
115,0,0.8857142857142857,665,66,18,3,22,0
116,0,0.8846047156726768,700,55,19,5,11,2
117,0,0.8800739713361072,884,40,20,4,10,0
118,0,0.8793342579750347,550,84,19,4,21,1
119,0,0.8774849745723532,500,95,19,5,19,0
120,0,0.8751733703190014,625,65,19,5,13,0
121,0,0.8743411927877948,604,75,19,5,15,2
122,0,0.8724919093851132,996,34,20,2,17,1
123,0,0.869625520110957,879,40,19,4,10,1
124,0,0.8675913083680074,904,36,20,12,3,2
125,0,0.8646324549237171,538,88,19,11,8,0
126,0,0.8641701340730467,743,51,18,3,17,1
127,0,0.8615811373092926,665,60,19,4,15,3
128,0,0.8604715672676838,546,77,18,7,11,1
129,0,0.8604715672676838,665,54,19,9,6,1
130,0,0.8596393897364771,851,40,19,4,10,0
131,0,0.859454461396209,801,45,19,3,15,2
132,0,0.8570503929727231,961,34,19,2,17,1
133,0,0.8538141470180305,990,32,19,2,16,1
134,0,0.8511326860841424,575,70,19,10,7,1
135,0,0.8488210818307905,618,66,18,3,22,1
136,0,0.8453999075358298,500,90,19,9,10,6
137,0,0.8439204808136846,884,39,20,13,3,1
138,0,0.8438280166435507,511,88,21,4,22,1
139,0,0.8436430883032825,996,30,20,2,15,1
140,0,0.8433656957928802,936,34,19,2,17,0
141,0,0.8416088765603329,993,30,19,2,15,1
142,0,0.8396671289875174,990,30,19,2,15,1
143,0,0.836708275543227,815,40,19,4,10,0
144,0,0.8357836338418863,563,72,19,4,18,1
145,0,0.8331021729079982,901,36,18,2,18,1
146,0,0.8318076745261211,563,70,19,5,14,4
147,0,0.8286638927415626,969,30,19,2,15,1
148,0,0.8285714285714286,604,65,19,5,13,1
149,0,0.8276467868700879,904,34,20,2,17,1
150,0,0.8275543226999538,500,88,21,4,22,1
151,0,0.8246879334257975,640,55,20,11,5,4
152,0,0.8246879334257975,961,30,19,2,15,1
153,0,0.8229311141932502,896,34,19,2,17,0
154,0,0.8207119741100324,891,34,19,2,17,0
155,0,0.8182154415164123,594,65,20,5,13,0
156,0,0.8143319463707813,674,48,18,12,4,1
157,0,0.8115580212667591,550,72,18,4,18,1
158,0,0.8109107720758206,669,52,19,4,13,1
159,60,0.8109107720758206,669,52,19,4,13,1
160,0,0.8104484512251503,851,36,19,2,18,1
161,0,0.810171058714748,588,66,17,3,22,2
162,0,0.8095238095238095,993,28,21,2,14,1
163,0,0.8085991678224688,575,65,19,13,5,3
164,0,0.8084142394822007,936,30,19,2,15,0
165,0,0.8042533518261673,803,40,19,4,10,1
166,0,0.8040684234858992,610,56,20,7,8,4
167,0,0.8039759593157652,909,32,21,2,16,1
168,0,0.8022191400832177,610,54,19,9,6,1
169,0,0.7992602866389275,727,42,19,7,6,6
170,0,0.7954692556634304,851,34,19,2,17,0
171,0,0.7952843273231622,500,85,19,5,17,0
172,0,0.7928802588996764,500,84,18,12,7,2
173,0,0.7907535829865927,961,28,19,2,14,1
174,0,0.7898289412852519,815,36,19,2,18,1
175,0,0.7890892279241793,905,30,19,2,15,1
176,0,0.7863153028201572,567,66,17,3,22,1
177,0,0.786037910309755,533,75,19,5,15,2
178,0,0.778548312528895,577,60,17,6,10,0
179,0,0.7778085991678225,500,77,19,11,7,2
180,0,0.7736477115117891,548,66,19,11,6,1
181,0,0.7730929264909847,815,34,19,2,17,0
182,0,0.7729079981507166,529,70,21,10,7,1
183,0,0.7668978270920018,803,36,19,12,3,4
184,0,0.7654184003698566,575,60,19,4,15,0
185,0,0.7638465094775775,936,28,21,2,14,0
186,0,0.7636615811373093,867,32,22,2,16,0
187,0,0.7609801202034212,783,36,20,2,18,0
188,0,0.7599630143319464,558,60,18,6,10,0
189,0,0.7597780859916782,500,76,19,4,19,0
190,0,0.7591308368007397,500,75,19,5,15,4
191,0,0.7565418400369857,512,72,18,4,18,1
192,0,0.7561719833564494,691,45,18,3,15,2
193,0,0.7522884882108183,511,72,19,4,18,1
194,0,0.7515487748497457,743,38,19,2,19,1
195,0,0.7514563106796116,690,46,19,2,23,1
196,0,0.7482200647249191,739,38,19,2,19,1
197,0,0.746833102172908,665,48,21,4,12,2
198,0,0.7466481738326398,594,56,20,4,14,0
199,0,0.7452612112806287,764,36,19,4,9,1
200,0,0.7440591770688858,691,44,19,2,22,1
201,0,0.7435968562182155,867,30,17,2,15,1
202,0,0.7419325011558021,852,30,19,2,15,1
203,0,0.7388811835413777,904,28,19,2,14,1
204,0,0.7380490060101711,500,70,17,5,14,4
205,0,0.7374942209893666,625,50,19,10,5,1
206,0,0.7371243643088303,851,30,20,2,15,1
207,0,0.7344429033749422,722,38,19,2,19,1
208,0,0.734257975034674,901,28,18,2,14,0
209,0,0.73416551086454,563,55,17,11,5,4
210,0,0.7332408691631993,682,44,17,2,22,1
211,0,0.7320388349514563,743,36,19,2,18,1
212,0,0.7312991215903837,961,27,19,3,9,2
213,60,0.7312991215903837,961,27,19,3,9,2
214,0,0.7304669440591771,803,35,19,5,7,1
215,0,0.7300046232085067,670,44,18,2,22,1
216,0,0.7293573740175682,735,36,18,2,18,1
217,0,0.7284327323162275,513,68,20,4,17,2
218,0,0.7189089227924179,879,28,19,2,14,1
219,0,0.7082755432269995,638,46,19,2,23,1
220,0,0.7067961165048544,743,34,18,2,17,1
221,0,0.706333795654184,669,40,19,8,5,1
222,0,0.7055940822931114,719,36,20,2,18,1
223,0,0.7055016181229773,535,60,19,4,15,3
224,0,0.7052242256125751,821,30,20,2,15,1
225,0,0.7045769764216366,625,48,19,2,24,1
226,0,0.7041146555709662,815,30,19,2,15,0
227,0,0.7032824780397596,654,42,19,2,21,1
228,0,0.7014331946370781,708,36,18,2,18,0
229,0,0.6981969486823856,814,30,20,2,15,1
230,0,0.6970873786407767,773,32,20,2,16,0
231,0,0.6969949144706427,625,46,19,2,23,1
232,0,0.6968099861303745,638,44,19,2,22,1
233,0,0.6927415626444753,851,28,19,2,14,0
234,0,0.6913546000924642,700,36,18,2,18,0
235,0,0.6908922792417937,803,30,19,2,15,0
236,0,0.6907998150716598,500,65,19,5,13,0
237,0,0.6888580674988442,656,40,18,2,20,0
238,0,0.6806287563569117,721,34,18,2,17,1
239,0,0.6805362921867776,620,44,19,2,22,1
240,0,0.6790568654646325,632,42,19,2,21,1
241,0,0.676005547850208,790,30,19,2,15,1
242,0,0.6756356911696717,575,50,19,10,5,1
243,0,0.6753582986592696,692,36,17,2,18,1
244,0,0.6706426259824319,610,46,20,2,23,1
245,0,0.669625520110957,784,30,19,2,15,0
246,0,0.6649098474341193,783,30,20,2,15,1
247,0,0.6643550624133149,616,44,20,2,22,1
248,0,0.6625057790106333,500,60,19,12,5,0
249,0,0.656957928802589,815,28,19,2,14,0
250,0,0.6552935737401757,739,32,17,2,16,1
251,0,0.6546463245492372,700,34,18,2,17,0
252,0,0.6492834026814609,604,45,19,3,15,2
253,0,0.6468793342579751,557,51,18,3,17,0
254,0,0.6459546925566343,665,36,19,2,18,1
255,0,0.6458622283865002,533,55,19,5,11,1
256,0,0.6444752658344891,575,46,19,2,23,1
257,0,0.6412390198797966,690,34,19,2,17,0
258,0,0.6411465557096625,990,22,21,2,11,1
259,0,0.6407766990291263,640,38,20,2,19,1
260,0,0.63791030975497,802,28,20,2,14,1
261,0,0.6373555247341655,535,54,19,3,18,2
262,0,0.6373555247341655,632,38,19,2,19,1
263,0,0.6359685621821544,904,24,19,12,2,0
264,0,0.6339343504392048,656,36,18,2,18,0
265,0,0.6306981044845122,575,44,19,2,22,1
266,0,0.6264447526583449,784,28,19,2,14,0
267,0,0.625242718446602,500,56,18,4,14,0
268,0,0.625242718446602,743,30,19,2,15,1
269,0,0.625242718446602,891,24,19,12,2,0
270,0,0.6191400832177532,665,35,18,5,7,0
271,0,0.6177531206657421,670,34,18,2,17,1
272,0,0.616458622283865,567,44,17,2,22,1
273,0,0.6160887656033287,563,44,18,2,22,1
274,0,0.615071659731854,653,36,20,6,6,2
275,0,0.6136846971798429,603,40,19,4,10,0
276,0,0.6122052704576977,942,22,19,2,11,1
277,0,0.6109107720758207,735,30,17,2,15,0
278,0,0.6098936662043458,575,42,19,2,21,1
279,0,0.6092464170134073,535,48,19,2,24,1
280,0,0.608876560332871,669,34,20,2,17,1
281,0,0.6020342117429496,593,40,19,4,10,0
282,0,0.5993527508090615,722,30,19,2,15,1
283,0,0.5989828941285252,605,38,19,2,19,1
284,0,0.598705501618123,527,48,19,2,24,1
285,0,0.5983356449375867,535,46,18,2,23,1
286,0,0.5967637540453075,627,36,18,2,18,1
287,0,0.596116504854369,591,40,20,2,20,1
288,0,0.5957466481738326,500,55,19,5,11,2
289,0,0.5938973647711512,546,44,18,2,22,1
290,0,0.592417938049006,533,46,19,2,23,1
291,0,0.591123439667129,665,34,21,2,17,1
292,0,0.5905686546463246,993,20,21,2,10,1
293,0,0.5900138696255202,567,42,17,6,7,1
294,0,0.5892741562644476,985,20,20,2,10,1
295,0,0.5853906611188164,773,28,22,2,14,1
296,0,0.5839112343966713,743,28,19,2,14,0
297,0,0.5833564493758668,741,28,19,2,14,1
298,0,0.5832639852057327,705,30,19,2,15,1
299,0,0.5787332408691632,511,50,19,10,5,1
300,0,0.5763291724456773,535,44,19,2,22,1
301,0,0.575959315765141,500,54,21,6,9,1
302,0,0.5757743874248729,575,40,19,4,10,0
303,0,0.5754969949144706,961,20,19,2,10,1
304,0,0.5752196024040684,638,34,19,2,17,1
305,0,0.5750346740638003,533,45,19,9,5,6
306,0,0.5748497457235321,511,48,19,2,24,1
307,0,0.5742949607027277,500,52,20,4,13,1
308,0,0.5742949607027277,550,42,19,2,21,1
309,0,0.5730929264909848,893,22,20,2,11,1
310,0,0.5727230698104484,890,22,19,2,11,1
311,0,0.5726306056403144,616,36,20,2,18,1
312,0,0.5672676837725381,886,22,21,2,11,1
313,0,0.5638465094775774,690,30,19,2,15,1
314,0,0.5635691169671753,610,36,20,2,18,1
315,0,0.561997226074896,500,51,19,3,17,0
316,0,0.5604253351826167,687,30,18,10,3,3
317,0,0.5602404068423485,625,34,19,2,17,1
318,0,0.5593157651410079,500,48,19,2,24,1
319,0,0.5572815533980583,872,22,20,2,11,1
320,0,0.5565418400369857,718,28,18,2,14,1
321,0,0.5558021266759131,936,20,19,2,10,1
322,0,0.5510864539990754,803,24,19,12,2,0
323,0,0.5489597780859917,535,42,19,2,21,1
324,0,0.5445214979195562,667,30,18,2,15,1
325,0,0.5441516412390199,588,36,18,2,18,1
326,0,0.5440591770688858,610,34,18,2,17,1
327,0,0.539343504392048,500,46,19,2,23,1
328,0,0.5376791493296348,665,30,19,3,10,1
329,0,0.5369394359685622,871,21,18,3,7,1
330,0,0.5324086916319926,690,28,18,2,14,1
331,0,0.5292649098474341,901,20,18,2,10,1
332,0,0.5283402681460934,657,30,19,2,15,1
333,0,0.5269533055940823,575,36,19,2,18,1
334,0,0.5267683772538142,653,30,19,2,15,1
335,0,0.5261211280628756,867,21,17,3,7,1
336,0,0.524086916319926,851,21,19,3,7,1
337,0,0.5231622746185853,573,36,19,2,18,1
338,0,0.5218677762367083,767,24,18,6,4,4
339,0,0.5217753120665742,604,35,19,5,7,2
340,0,0.5204808136846972,550,38,19,2,19,1
341,0,0.5200184928340268,533,40,19,4,10,0
342,0,0.5199260286638927,650,30,18,3,10,1
343,0,0.5190938511326861,879,20,19,2,10,1
344,0,0.5184466019417475,610,33,19,11,3,5
345,0,0.5170596393897364,815,22,19,2,11,1
346,0,0.5167822468793343,682,28,17,2,14,0
347,0,0.5167822468793343,753,25,20,5,5,4
348,0,0.5164123901987979,954,18,19,3,6,2
349,0,0.5148404993065188,500,44,19,2,22,1
350,0,0.5144706426259824,591,34,19,2,17,1
351,0,0.5144706426259824,591,34,18,2,17,1
352,0,0.510124826629681,674,28,19,2,14,1
353,0,0.5087378640776699,563,36,19,2,18,1
354,0,0.5077207582061951,936,18,19,9,2,0
355,0,0.5062413314840499,749,24,19,12,2,0
356,0,0.5062413314840499,871,20,18,4,5,1
357,0,0.5061488673139158,557,36,18,2,18,1
358,0,0.5058714748035137,640,30,20,2,15,1
359,0,0.5035598705501618,722,25,19,5,5,2
360,0,0.50124826629681,630,30,19,2,15,1
361,0,0.49921405455386036,815,21,19,7,3,0
362,0,0.49690245030050856,535,38,19,2,19,1
363,0,0.49625520110957005,851,20,20,2,10,1
364,0,0.49311141932501157,601,33,19,11,3,2
365,0,0.4926490984743412,500,42,19,2,21,0
366,0,0.4919093851132686,625,30,17,2,15,1
367,0,0.4916319926028664,550,36,19,2,18,1
368,0,0.4895977808599168,690,26,19,2,13,1
369,0,0.4893203883495146,546,36,18,2,18,1
370,0,0.4882108183079057,650,28,19,2,14,1
371,0,0.4869163199260287,1000,16,19,2,8,1
372,0,0.483587609801202,563,34,19,2,17,1
373,0,0.48118354137771613,904,18,20,9,2,0
374,0,0.47979657882570503,701,25,19,5,5,4
375,0,0.47665279704114655,722,24,17,8,3,2
376,0,0.47443365695792883,902,18,21,2,9,1
377,0,0.47175219602404067,713,24,20,2,12,1
378,0,0.47147480351363846,777,21,19,3,7,1
379,0,0.47055016181229775,535,36,19,2,18,1
380,0,0.47055016181229775,815,20,19,2,10,1
381,0,0.4702727693018955,814,20,19,10,2,1
382,0,0.4699953767914933,891,18,18,6,3,1
383,0,0.46916319926028666,604,30,19,5,6,1
384,0,0.46814609338881186,601,30,19,2,15,1
385,0,0.46777623670827556,575,32,19,2,16,1
386,0,0.4651872399445215,500,40,19,4,10,0
387,0,0.4637078132223763,700,24,19,12,2,0
388,0,0.4621359223300971,548,34,19,2,17,0
389,0,0.4599167822468793,650,27,19,9,3,1
390,0,0.4584373555247342,748,22,20,2,11,1
391,0,0.4563106796116505,684,26,15,13,2,3
392,0,0.45612575127138233,794,20,19,2,10,1
393,0,0.4548312528895053,538,34,18,2,17,0
394,0,0.45362921867776235,993,15,21,3,5,0
395,0,0.4507628294036061,563,33,19,11,3,2
396,0,0.44613962089690246,591,30,20,2,15,1
397,0,0.44604715672676837,743,21,18,3,7,1
398,0,0.4431807674526121,512,36,18,2,18,1
399,0,0.44096162736939437,674,24,19,12,2,0
400,0,0.4402219140083218,575,30,19,10,3,3
401,0,0.4387424872861766,572,30,19,3,10,1
402,60,0.4387424872861766,572,30,19,3,10,1
403,0,0.4384650947757744,533,34,19,2,17,0
404,0,0.4377253814147018,603,28,19,2,14,1
405,0,0.4374479889042996,669,24,19,12,2,0
406,0,0.4365233472029589,961,15,19,5,3,1
407,0,0.4301433194637078,594,28,19,2,14,1
408,0,0.42968099861303743,901,16,18,2,8,1
409,0,0.42894128525196484,713,22,20,2,11,1
410,0,0.4284789644012945,719,21,18,3,7,1
411,0,0.4270920018492834,565,30,19,2,15,1
412,0,0.4250577901063338,890,16,19,2,8,1
413,0,0.42478039759593156,700,22,19,2,11,1
414,0,0.42441054091539526,500,36,19,3,12,2
415,0,0.42404068423485897,563,30,19,2,15,1
416,0,0.42015718908922794,653,24,19,4,6,1
417,0,0.41997226074895977,558,30,19,2,15,1
418,0,0.4185852981969487,557,30,18,2,15,1
419,0,0.4184928340268146,936,15,19,5,3,0
420,0,0.41775312066574205,708,21,19,3,7,1
421,0,0.41738326398520575,741,20,19,2,10,1
422,0,0.41738326398520575,803,18,19,9,2,0
423,0,0.4171983356449376,535,33,20,11,3,4
424,0,0.4144244105409154,610,26,19,2,13,1
425,0,0.4134073046694406,511,34,19,2,17,1
426,0,0.4097087378640777,550,30,19,2,15,1
427,0,0.4087840961627369,867,16,19,2,8,1
428,0,0.4081368469717984,575,28,19,2,14,0
429,0,0.40702727693018953,548,30,19,6,5,5
430,0,0.4040684234858992,896,15,19,5,3,1
431,0,0.40388349514563104,500,34,18,2,17,1
432,0,0.40388349514563104,681,22,20,2,11,1
433,0,0.4031437817845585,722,20,19,2,10,1
434,0,0.40120203421174294,852,16,19,2,8,1
435,0,0.40073971336107256,632,24,19,2,12,0
436,0,0.40009246417013405,565,28,19,2,14,1
437,0,0.39926028663892743,851,16,20,2,8,1
438,0,0.39842810910772075,719,20,19,2,10,0
439,0,0.39768839574664816,777,18,18,6,3,1
440,0,0.39741100323624595,891,15,19,5,3,0
441,0,0.39648636153490524,563,28,19,2,14,1
442,0,0.39620896902450303,540,30,17,5,6,1
443,0,0.39574664817383265,961,14,19,2,7,1
444,0,0.39463707813222376,665,22,19,2,11,1
445,0,0.39306518723994455,513,33,20,11,3,4
446,0,0.39297272306981046,604,25,19,5,5,2
447,0,0.3921405455386038,535,30,19,2,15,1
448,0,0.391123439667129,533,30,19,2,15,1
449,0,0.3878871937124364,932,14,20,2,7,1
450,0,0.3868700878409616,929,14,20,2,7,1
451,0,0.3856680536292187,588,26,20,2,13,0
452,0,0.3847434119278779,700,20,19,2,10,0
453,0,0.3842810910772076,665,21,19,3,7,1
454,0,0.3833564493758668,650,22,18,2,11,1
455,0,0.3832639852057328,695,20,19,2,10,1
456,0,0.382246879334258,550,28,19,2,14,1
457,0,0.382246879334258,690,20,19,2,10,1
458,0,0.3798428109107721,548,28,19,2,14,1
459,0,0.3783633841886269,815,16,19,4,4,3
460,0,0.37420249653259363,904,14,20,7,2,0
461,0,0.37226074895977807,735,18,18,6,3,1
462,0,0.37059639389736476,851,15,19,3,5,2
463,0,0.36883957466481737,650,21,19,3,7,1
464,0,0.36763754045307445,511,30,18,2,15,1
465,0,0.36754507628294036,563,26,19,2,13,1
466,0,0.36514100785945447,535,28,19,2,14,1
