,case,coverage,altitude,num_sats,inclinatiom,num_planes,num_sats_per_plane,phasing
0,70,1.0,501,216,20,9,24,2
1,70,1.0,594,140,18,10,14,2
2,70,1.0,603,135,24,9,15,2
3,70,1.0,653,126,19,6,21,2
4,70,1.0,740,96,19,4,24,3
5,70,1.0,740,96,20,4,24,3
6,70,1.0,767,84,19,4,21,2
7,70,1.0,842,76,20,4,19,3
8,70,1.0,842,76,20,4,19,1
9,70,1.0,871,68,20,4,17,2
10,70,1.0,871,68,19,4,17,2
11,70,1.0,984,60,20,4,15,3
12,70,0.9999075358298659,501,204,19,12,17,2
13,70,0.9999075358298659,502,168,20,7,24,3
14,70,0.9999075358298659,857,68,19,4,17,2
15,70,0.9998150716597318,940,63,20,7,9,2
16,70,0.9997226074895977,842,68,20,4,17,2
17,70,0.9996301433194638,653,105,19,5,21,2
18,70,0.9993527508090615,573,140,19,10,14,2
19,70,0.9992602866389274,871,64,19,4,16,3
20,70,0.9992602866389274,988,54,19,6,9,1
21,70,0.9991678224687933,825,68,20,4,17,2
22,70,0.9991678224687933,825,68,19,4,17,2
23,70,0.9988904299583912,951,60,19,4,15,3
24,70,0.9987979657882571,767,80,20,4,20,3
25,70,0.9987979657882571,859,64,19,4,16,3
26,70,0.9986130374479889,635,105,19,5,21,2
27,70,0.9984281091077207,511,153,19,9,17,6
28,70,0.9984281091077207,720,88,20,4,22,1
29,70,0.9983356449375866,924,54,20,6,9,1
30,70,0.9982431807674527,610,126,20,14,9,1
31,70,0.9979657882570504,685,96,19,4,24,3
32,70,0.9977808599167822,805,68,19,4,17,2
33,70,0.9977808599167822,851,64,19,4,16,3
34,70,0.9975034674063801,801,68,20,4,17,2
35,70,0.997411003236246,740,84,19,4,21,3
36,70,0.9973185390661119,501,168,19,7,24,2
37,70,0.9963938973647711,761,72,19,4,18,1
38,70,0.996208969024503,513,147,20,7,21,6
39,70,0.996116504854369,511,147,20,7,21,6
40,70,0.9959315765141008,602,110,19,5,22,2
41,70,0.9959315765141008,623,105,20,5,21,2
42,70,0.9946370781322238,573,126,20,14,9,1
43,70,0.9945446139620897,546,140,18,10,14,2
44,70,0.9944521497919556,592,110,19,5,22,1
45,70,0.9941747572815534,779,68,19,4,17,2
46,70,0.9935275080906149,583,110,20,11,10,6
47,70,0.9926028663892742,740,72,19,4,18,1
48,70,0.9926028663892742,772,68,19,4,17,2
49,90,0.9926028663892742,772,68,19,4,17,2
50,70,0.9918631530282016,546,130,19,10,13,2
51,70,0.9918631530282016,694,88,18,4,22,2
52,70,0.9917706888580675,602,105,19,5,21,2
53,70,0.9914932963476653,685,84,20,4,21,2
54,70,0.9914932963476653,767,68,20,4,17,2
55,70,0.9910309754969949,871,60,18,10,6,1
56,70,0.9904761904761905,501,154,20,7,22,4
57,70,0.9892741562644475,573,119,19,7,17,2
58,70,0.988626907073509,546,119,20,7,17,3
59,70,0.988626907073509,592,105,20,5,21,3
60,70,0.9865926953305594,635,91,20,7,13,6
61,70,0.984835876098012,988,52,20,4,13,1
62,70,0.9844660194174757,984,52,20,4,13,1
63,70,0.9840961627369395,784,64,20,4,16,3
64,70,0.983541377716135,558,110,19,5,22,2
65,70,0.9828941285251965,740,68,20,4,17,2
66,70,0.9825242718446602,653,84,19,4,21,2
67,70,0.9824318076745261,971,52,22,4,13,1
68,70,0.9816920943134535,501,140,19,10,14,2
69,70,0.9814147018030513,685,80,18,4,20,3
70,70,0.981044845122515,618,96,19,4,24,3
71,70,0.9809523809523809,511,135,24,9,15,2
72,70,0.9807674526121128,932,52,20,4,13,2
73,70,0.9805825242718447,909,57,19,3,19,1
74,70,0.9804900601017106,909,56,23,4,14,1
75,70,0.9803975959315765,513,133,19,7,19,1
76,70,0.9803975959315765,871,56,19,7,8,3
77,70,0.9800277392510403,779,64,19,4,16,3
78,70,0.979750346740638,842,60,20,4,15,3
79,70,0.9791955617198336,618,91,19,7,13,6
80,70,0.9790106333795654,924,52,20,4,13,2
81,70,0.9775312066574202,825,60,19,10,6,1
82,70,0.9764216366158114,842,54,19,6,9,1
83,70,0.9755894590846047,953,51,19,3,17,2
84,70,0.9738326398520574,602,96,19,4,24,3
85,70,0.9735552473416551,513,126,20,14,9,1
86,70,0.9730929264909848,578,105,20,5,21,4
87,70,0.9726306056403143,761,64,19,4,16,3
88,70,0.9719833564493758,511,126,19,14,9,1
89,70,0.9710587147480352,951,51,20,3,17,1
90,70,0.9704114655570967,511,119,20,7,17,3
91,70,0.9691169671752196,573,102,19,6,17,5
