,case,coverage,altitude,num_sats,inclinatiom,num_planes,num_sats_per_plane,phasing
0,95,1.0,500,204,19,12,17,3
1,95,1.0,531,168,20,12,14,6
2,95,1.0,548,165,19,11,15,3
3,95,1.0,548,165,20,11,15,3
4,95,1.0,583,147,22,7,21,2
5,95,1.0,603,140,19,10,14,2
6,95,1.0,607,132,19,6,22,1
7,60,1.0,607,132,19,6,22,1
8,95,1.0,623,126,19,6,21,2
9,95,1.0,650,110,19,5,22,1
10,95,1.0,665,105,19,5,21,2
11,95,1.0,852,72,20,6,12,4
12,95,1.0,894,64,20,4,16,3
13,95,0.9999075358298659,633,110,19,5,22,1
14,95,0.9998150716597318,513,168,20,12,14,6
15,95,0.9997226074895977,739,84,19,4,21,2
16,95,0.9997226074895977,757,80,19,4,20,3
17,95,0.9997226074895977,852,68,19,4,17,2
18,95,0.9995376791493297,535,161,21,7,23,3
19,95,0.9995376791493297,582,132,19,6,22,1
20,95,0.9994452149791956,650,105,19,5,21,2
21,95,0.9993527508090615,836,68,20,4,17,2
22,95,0.9992602866389274,535,154,20,7,22,4
23,95,0.9992602866389274,607,126,19,6,21,2
24,95,0.9991678224687933,691,100,19,5,20,4
25,95,0.9991678224687933,943,60,20,4,15,3
26,95,0.9989828941285251,623,110,19,5,22,1
27,95,0.9989828941285251,929,60,20,4,15,3
28,95,0.9987979657882571,852,64,20,4,16,3
29,95,0.998705501618123,607,119,22,7,17,3
30,95,0.998705501618123,739,80,19,4,20,3
31,95,0.9986130374479889,633,105,19,5,21,2
32,95,0.9986130374479889,943,54,20,6,9,1
33,95,0.9984281091077207,801,72,20,6,12,4
34,95,0.9982431807674527,654,100,19,5,20,3
35,95,0.9982431807674527,923,54,20,6,9,1
36,95,0.9980582524271845,552,147,20,7,21,5
37,95,0.9979657882570504,836,64,20,4,16,3
38,95,0.9978733240869163,607,110,19,5,22,1
39,95,0.9976883957466481,583,126,22,7,18,2
40,95,0.9971336107258437,582,119,20,7,17,3
41,95,0.9971336107258437,650,100,19,5,20,3
42,95,0.9970411465557096,625,105,19,5,21,2
43,95,0.9969486823855755,665,98,22,7,14,6
44,95,0.9968562182154416,552,133,20,7,19,1
45,95,0.9966712898751734,691,88,19,4,22,1
46,95,0.9965788257050393,531,154,19,7,22,4
47,95,0.9963938973647711,727,80,20,4,20,3
48,95,0.996208969024503,513,147,20,7,21,6
49,60,0.996208969024503,513,147,20,7,21,6
50,95,0.996116504854369,724,84,19,4,21,3
51,95,0.9959315765141008,500,161,20,7,23,3
52,95,0.9954692556634305,894,54,20,6,9,1
53,95,0.9951918631530282,583,115,19,5,23,1
54,95,0.9950993989828941,552,126,20,7,18,2
55,95,0.9943596856218215,691,84,19,4,21,2
56,95,0.9939898289412853,607,105,20,5,21,2
57,95,0.9927877947295423,739,72,19,4,18,1
58,95,0.9926953305594083,604,105,19,5,21,2
59,95,0.9919556171983357,583,110,19,5,22,1
60,95,0.9915857605177993,625,100,19,5,20,3
61,95,0.9907535829865927,665,92,19,4,23,1
62,95,0.9903837263060564,691,80,19,4,20,3
63,95,0.9902912621359223,552,119,20,7,17,3
64,95,0.989921405455386,500,154,20,7,22,4
65,95,0.9897364771151179,623,98,22,7,14,6
66,95,0.9896440129449838,665,88,19,4,22,1
67,95,0.9889967637540453,801,64,19,4,16,3
68,95,0.988626907073509,548,119,20,7,17,3
69,95,0.9876098012020342,552,115,19,5,23,1
70,95,0.9875173370319001,757,68,19,4,17,2
71,95,0.9872399445214979,667,84,19,4,21,2
72,95,0.9865002311604253,535,119,20,7,17,3
73,95,0.986037910309755,656,92,19,4,23,3
74,95,0.9853906611188165,650,88,19,4,22,1
75,95,0.9851132686084142,583,105,19,5,21,3
76,95,0.984835876098012,582,105,19,5,21,2
77,95,0.9841886269070735,665,84,20,4,21,2
78,95,0.9837263060564031,513,126,20,7,18,2
79,60,0.9837263060564031,513,126,20,7,18,2
80,95,0.9833564493758669,604,100,19,5,20,3
81,95,0.9827092001849284,531,119,20,7,17,3
82,95,0.9821544151641239,552,110,19,11,10,6
83,95,0.9820619509939899,654,84,19,4,21,2
84,95,0.9816920943134535,739,68,19,4,17,2
85,95,0.9808599167822469,667,80,19,4,20,3
86,95,0.9807674526121128,607,98,22,7,14,6
87,95,0.9792880258899677,633,92,19,4,23,1
88,95,0.9791030975496995,967,51,19,3,17,2
89,95,0.9786407766990292,650,84,19,4,21,2
90,95,0.9782709200184928,633,88,19,4,22,1
91,95,0.9781784558483587,836,60,20,4,15,3
92,95,0.9757743874248729,656,80,19,4,20,3
93,95,0.9756819232547388,623,92,19,4,23,1
94,95,0.9753120665742026,974,48,20,4,12,3
95,95,0.9746648173832639,967,48,19,3,16,2
96,95,0.9744798890429959,583,100,20,5,20,4
97,95,0.9736477115117892,623,88,19,4,22,1
98,95,0.9732778548312528,943,51,18,3,17,2
99,95,0.9726306056403143,650,80,19,4,20,3
100,95,0.9724456773000463,724,68,19,4,17,2
101,95,0.9716134997688396,995,45,19,3,15,2
102,95,0.9714285714285714,757,64,20,4,16,3
103,95,0.9703190013869626,552,105,20,5,21,3
104,95,0.9703190013869626,691,72,19,4,18,1
105,95,0.9703190013869626,691,72,19,6,12,4
106,95,0.9700416088765603,513,119,20,7,17,3
107,95,0.9690245030050856,535,112,20,7,16,4
108,95,0.968377253814147,531,110,19,5,22,2
109,95,0.968377253814147,625,84,19,4,21,2
110,95,0.9679149329634766,623,84,19,4,21,2
111,95,0.9675450762829404,943,48,20,4,12,3
112,95,0.9673601479426722,548,105,20,5,21,3
113,95,0.9667128987517337,500,147,20,7,21,3
114,95,0.9666204345815996,500,126,19,7,18,1
115,95,0.9655108645399908,801,54,20,6,9,1
116,95,0.9653259361997226,915,51,18,3,17,2
117,95,0.9652334720295885,607,88,19,4,22,1
118,60,0.9652334720295885,607,88,19,4,22,1
119,95,0.9640314378178456,967,45,19,3,15,2
120,95,0.9629218677762367,603,88,19,4,22,1
121,60,0.9629218677762367,603,88,19,4,22,1
122,95,0.9624595469255663,583,98,22,7,14,6
123,95,0.9614424410540915,500,119,19,7,17,2
124,95,0.960702727693019,739,64,19,4,16,3
125,95,0.958206195099399,607,84,19,4,21,2
126,95,0.957004160887656,667,72,19,6,12,4
127,95,0.9567267683772538,625,80,19,4,20,3
128,60,0.9567267683772538,625,80,19,4,20,3
129,95,0.9562644475265835,943,45,19,3,15,2
130,95,0.955617198335645,915,48,18,3,16,2
131,95,0.9555247341655109,552,100,19,5,20,4
132,95,0.9541377716134998,623,80,19,4,20,3
133,95,0.9533055940822931,513,110,20,5,22,2
134,95,0.9527508090614887,531,105,19,5,21,3
135,95,0.9522884882108184,724,64,19,4,16,3
136,95,0.9518261673601479,604,84,19,4,21,2
137,95,0.9509015256588073,656,72,19,6,12,4
138,95,0.9496994914470642,691,68,20,4,17,2
139,95,0.9490522422561257,583,92,19,4,23,3
140,95,0.9481276005547851,869,51,19,3,17,2
141,95,0.9473878871937125,583,88,19,4,22,1
142,60,0.9473878871937125,583,88,19,4,22,1
143,95,0.9462783171521035,650,72,19,6,12,4
144,95,0.9437817845584836,565,91,20,7,13,6
145,95,0.9432269995376792,780,54,21,6,9,1
146,95,0.9397133610725844,511,110,19,5,22,1
147,95,0.9387887193712436,607,80,19,4,20,3
148,95,0.937956541840037,866,48,19,4,12,3
149,95,0.9374942209893666,500,112,20,7,16,3
150,95,0.9368469717984281,604,80,19,4,20,3
151,95,0.9344429033749422,552,98,22,7,14,6
152,95,0.9344429033749422,633,72,19,6,12,4
153,95,0.9335182616736015,583,84,19,4,21,2
154,60,0.9335182616736015,583,84,19,4,21,2
155,95,0.9330559408229311,757,54,19,6,9,1
156,95,0.9302820157189089,535,100,19,5,20,3
